respondent_id,xyz_vaccine,seasonal_vaccine
29806,0.100579461,0.434904917
29807,0.69023236,0.836701044
29808,0.086983713,0.157509354
29809,0.03642095,0.096892377
29810,0.11550067,0.066709236
29811,0.099801471,0.208241578
29812,0.431094763,0.36874457
29813,0.104212328,0.187440344
29814,0.5,0.472220855
29815,0.157595956,0.835904642
29816,0.057013821,0.24545776
29817,0.100877237,0.380219937
29818,0.238567645,0.676512981
29819,0.12358197,0.821461989
29820,0.064369704,0.55369008
29821,0.098883283,0.173075398
29822,0.102022534,0.160916213
29823,0.196394467,0.591297974
29824,0.122781175,0.182750259
29825,0.125732944,0.838017237
29826,0.117736555,0.302490275
29827,0.083057323,0.875848208
29828,0.657083513,0.849414552
29829,0.061001361,0.188063466
29830,0.077811334,0.659321398
29831,0.058444633,0.703560347
29832,0.529318591,0.849754205
29833,0.488219899,0.650228555
29834,0.063613724,0.099126724
29835,0.546368632,0.802726161
29836,0.068652583,0.730886789
29837,0.090293207,0.159212302
29838,0.10620112,0.618730014
29839,0.120178692,0.129826009
29840,0.191622296,0.834702536
29841,0.466272311,0.646018308
29842,0.557353295,0.668030267
29843,0.571216153,0.852411793
29844,0.070592399,0.146606526
29845,0.293149985,0.073262269
29846,0.024043389,0.089880349
29847,0.041363802,0.136514618
29848,0.040473162,0.107850251
29849,0.074559121,0.732446184
29850,0.541676152,0.813442704
29851,0.065088156,0.137341367
29852,0.130660414,0.582654123
29853,0.077956221,0.174516589
29854,0.146647115,0.820783473
29855,0.301512544,0.521469988
29856,0.451300752,0.5
29857,0.081864207,0.269328278
29858,0.409172701,0.534139228
29859,0.516361294,0.800560975
29860,0.071654367,0.793458766
29861,0.098661947,0.834404238
29862,0.11584872,0.705902032
29863,0.152022791,0.812003033
29864,0.737434962,0.917730775
29865,0.05896427,0.091396209
29866,0.06900093,0.225072165
29867,0.101881859,0.727460178
29868,0.062916498,0.880341562
29869,0.73389807,0.92430583
29870,0.06091323,0.186449614
29871,0.109594835,0.87665381
29872,0.055655112,0.18036545
29873,0.054785533,0.146373728
29874,0.043490253,0.913434509
29875,0.350427932,0.770103168
29876,0.057682614,0.235511782
29877,0.075655468,0.469360391
29878,0.47741973,0.880335542
29879,0.511958714,0.667025954
29880,0.051440994,0.824797276
29881,0.508479814,0.666556067
29882,0.214212709,0.380498768
29883,0.302542386,0.554715202
29884,0.063352846,0.078150368
29885,0.047232698,0.848846874
29886,0.256864636,0.173231041
29887,0.860279569,0.520530189
29888,0.087341813,0.752957461
29889,0.044917346,0.083893774
29890,0.058037163,0.452989633
29891,0.059424992,0.327530914
29892,0.336757961,0.868328669
29893,0.162577477,0.880939798
29894,0.066573209,0.490860759
29895,0.064227086,0.103978441
29896,0.093595635,0.127073554
29897,0.043318974,0.087922224
29898,0.060238618,0.102442963
29899,0.038728289,0.900389355
29900,0.710967829,0.725650007
29901,0.241060745,0.825244726
29902,0.124164144,0.97352703
29903,0.060100521,0.843923186
29904,0.138051247,0.578429162
29905,0.173374545,0.417524683
29906,0.437892734,0.5
29907,0.028138746,0.866251943
29908,0.471033082,0.799652496
29909,0.038663218,0.685940568
29910,0.550269046,0.891752905
29911,0.061887447,0.184808209
29912,0.170404702,0.131206874
29913,0.72834386,0.463088837
29914,0.566030776,0.744351755
29915,0.055269018,0.145704968
29916,0.048127731,0.134556029
29917,0.054005241,0.490244192
29918,0.5,0.933497156
29919,0.067450362,0.212183204
29920,0.442552686,0.773423458
29921,0.299976781,0.276189331
29922,0.541513054,0.7943218
29923,0.173609941,0.288356464
29924,0.283406114,0.330181978
29925,0.0306635,0.206717104
29926,0.431323892,0.282787074
29927,0.594035576,0.748132183
29928,0.228344616,0.44905866
29929,0.041459452,0.605964022
29930,0.109994745,0.81050172
29931,0.42543848,0.430653261
29932,0.052667595,0.646129338
29933,0.102948993,0.85285841
29934,0.078382855,0.86329293
29935,0.702247909,0.753098838
29936,0.536484944,0.755110873
29937,0.424608082,0.2314873
29938,0.423660772,0.128953011
29939,0.561386051,0.908352769
29940,0.144296482,0.154511879
29941,0.327588618,0.361669695
29942,0.508485358,0.560875949
29943,0.073612655,0.161853939
29944,0.374465358,0.258038654
29945,0.158716548,0.691832639
29946,0.092630827,0.834291541
29947,0.067877772,0.083236289
29948,0.051436073,0.14833976
29949,0.360218995,0.701646524
29950,0.579257074,0.884964689
29951,0.171703012,0.548400188
29952,0.485059736,0.792256691
29953,0.048698557,0.924019421
29954,0.063174698,0.064309369
29955,0.076512884,0.170719036
29956,0.239951399,0.156449437
29957,0.061546213,0.387996139
29958,0.463357499,0.397762124
29959,0.058682694,0.1045018
29960,0.040184225,0.078915458
29961,0.066957988,0.819921128
29962,0.367485156,0.893614765
29963,0.575480071,0.81582513
29964,0.077434719,0.304340699
29965,0.056616387,0.168711662
29966,0.060464727,0.766953007
29967,0.111546861,0.834435262
29968,0.057522214,0.928569895
29969,0.451974911,0.409008377
29970,0.239034789,0.885081571
29971,0.071143176,0.129296545
29972,0.070629748,0.199331233
29973,0.053726959,0.116127354
29974,0.517997523,0.218377186
29975,0.062003385,0.366025406
29976,0.122224809,0.823043756
29977,0.065337625,0.15155922
29978,0.415668332,0.3312668
29979,0.047117772,0.860538019
29980,0.571949243,0.895882164
29981,0.127043477,0.684014511
29982,0.072206902,0.36382688
29983,0.075230826,0.375985718
29984,0.047134825,0.10553594
29985,0.084115629,0.909856552
29986,0.77039589,0.883212191
29987,0.050433711,0.078802026
29988,0.41796283,0.485116937
29989,0.109250009,0.09723187
29990,0.055211751,0.098321256
29991,0.052623535,0.12789731
29992,0.058667653,0.095175212
29993,0.074729978,0.1091683
29994,0.082812179,0.225484524
29995,0.40414941,0.445653752
29996,0.097854274,0.345752305
29997,0.415367263,0.803100055
29998,0.048884851,0.129864838
29999,0.507321101,0.783951947
30000,0.273504071,0.234015291
30001,0.083089138,0.239615279
30002,0.290364574,0.516429592
30003,0.516009557,0.800724365
30004,0.185053591,0.873170075
30005,0.457394352,0.766400174
30006,0.056167973,0.792900388
30007,0.053515228,0.335289178
30008,0.066485279,0.243705028
30009,0.301354141,0.287958278
30010,0.100837487,0.682983306
30011,0.06196539,0.462723346
30012,0.236043699,0.849018482
30013,0.052248374,0.078660291
30014,0.042613575,0.699365245
30015,0.097167374,0.626610094
30016,0.089576191,0.541781489
30017,0.308179269,0.773423985
30018,0.041802614,0.775104907
30019,0.558074626,0.722349058
30020,0.029690505,0.034227687
30021,0.204920218,0.433548392
30022,0.041642005,0.414292156
30023,0.198691087,0.601741221
30024,0.153926702,0.728417295
30025,0.051536936,0.112205133
30026,0.375437263,0.551745126
30027,0.066861816,0.10923333
30028,0.275537,0.371156843
30029,0.064227435,0.122026153
30030,0.066560665,0.130713336
30031,0.061820729,0.102525458
30032,0.051656485,0.081373731
30033,0.06925411,0.14041798
30034,0.490911524,0.69460736
30035,0.069692249,0.147118165
30036,0.051698997,0.095116436
30037,0.131941272,0.851347525
30038,0.075873312,0.181066747
30039,0.114828326,0.5
30040,0.040763516,0.1732018
30041,0.069840162,0.12517061
30042,0.099064286,0.863765483
30043,0.317599587,0.296404835
30044,0.062859141,0.118545535
30045,0.068182588,0.317752609
30046,0.12366821,0.723967459
30047,0.5,0.562410998
30048,0.05719785,0.128956206
30049,0.037453948,0.927982616
30050,0.543792329,0.909384658
30051,0.038247967,0.172874216
30052,0.200978449,0.618557137
30053,0.291938941,0.483065025
30054,0.374469352,0.731079854
30055,0.560464547,0.671476926
30056,0.060141315,0.093772272
30057,0.06463486,0.13373301
30058,0.753795084,0.768141181
30059,0.057781072,0.137808496
30060,0.283511751,0.304635639
30061,0.044197045,0.836742352
30062,0.115884304,0.775682087
30063,0.14671546,0.195992274
30064,0.050480985,0.886662053
30065,0.079556256,0.376492102
30066,0.078103337,0.107070446
30067,0.396242038,0.871987855
30068,0.570261053,0.172003642
30069,0.042855958,0.06862495
30070,0.090027679,0.115730297
30071,0.685192914,0.897600479
30072,0.068815066,0.843742063
30073,0.069257048,0.781509769
30074,0.603086077,0.889593862
30075,0.213732683,0.34752302
30076,0.056975557,0.135287849
30077,0.105086951,0.859331165
30078,0.075565683,0.184442563
30079,0.193382566,0.292956393
30080,0.425099049,0.912771315
30081,0.61498811,0.893057351
30082,0.063762079,0.904946496
30083,0.08206406,0.309835448
30084,0.262130176,0.438230552
30085,0.066540172,0.110626708
30086,0.057593823,0.071213565
30087,0.129843971,0.413945724
30088,0.072415608,0.184315792
30089,0.082973827,0.246723612
30090,0.116570071,0.166571096
30091,0.619748327,0.851373804
30092,0.056728039,0.097562969
30093,0.541685611,0.700406744
30094,0.046269616,0.901228053
30095,0.088410195,0.214297263
30096,0.135554007,0.202420262
30097,0.5,0.746567088
30098,0.173574761,0.240795672
30099,0.028405722,0.076627987
30100,0.064562359,0.105340297
30101,0.030124405,0.028087113
30102,0.127913583,0.239338761
30103,0.286358378,0.645656855
30104,0.678768934,0.669275281
30105,0.034805505,0.189853799
30106,0.711240951,0.758355573
30107,0.604225864,0.865289483
30108,0.074945111,0.088680984
30109,0.085018341,0.19200586
30110,0.13951514,0.918197128
30111,0.071913552,0.863630048
30112,0.347230818,0.104768442
30113,0.057322192,0.836767799
30114,0.143567939,0.846269241
30115,0.5,0.814083505
30116,0.12204669,0.457899073
30117,0.089285464,0.117285585
30118,0.54060669,0.412246024
30119,0.090397333,0.17563167
30120,0.339908754,0.854701288
30121,0.096281005,0.684723382
30122,0.03570446,0.071895181
30123,0.356079672,0.169997901
30124,0.631848963,0.71100303
30125,0.089409271,0.222929992
30126,0.052193476,0.179926703
30127,0.132431762,0.384744391
30128,0.5995845,0.736091471
30129,0.317777828,0.857772648
30130,0.074090194,0.16963004
30131,0.060854078,0.680456603
30132,0.06598716,0.091117309
30133,0.036246768,0.088544429
30134,0.059265641,0.962487411
30135,0.252584787,0.444224058
30136,0.052841335,0.365187599
30137,0.052374673,0.16031107
30138,0.10182667,0.535003309
30139,0.472756232,0.71213675
30140,0.069292654,0.136628981
30141,0.107848259,0.231088742
30142,0.657194218,0.862722114
30143,0.063683328,0.550405275
30144,0.606371002,0.815896467
30145,0.104540649,0.642777104
30146,0.059410429,0.088588228
30147,0.319848825,0.816793197
30148,0.090758099,0.331224006
30149,0.079815035,0.185218386
30150,0.764865403,0.897927586
30151,0.828507586,0.945173841
30152,0.144284367,0.21658955
30153,0.05763758,0.931277951
30154,0.242863172,0.888205139
30155,0.661614218,0.800604451
30156,0.387850296,0.7387387
30157,0.563654573,0.199501878
30158,0.542973315,0.758209271
30159,0.262929129,0.133996484
30160,0.178306222,0.694399602
30161,0.05685508,0.172843935
30162,0.183426718,0.5
30163,0.053390971,0.124489593
30164,0.829344679,0.965391266
30165,0.105372961,0.238119929
30166,0.081977933,0.867787432
30167,0.072749459,0.205204817
30168,0.412351802,0.142564545
30169,0.041559071,0.08145873
30170,0.557364194,0.188915309
30171,0.084243154,0.134910477
30172,0.488659608,0.677165764
30173,0.199529687,0.836892777
30174,0.511462068,0.84041883
30175,0.488913359,0.38040089
30176,0.076078996,0.861329496
30177,0.492727898,0.837368194
30178,0.121270714,0.54632243
30179,0.07684731,0.171732111
30180,0.118050792,0.517180389
30181,0.122659496,0.931024833
30182,0.718816366,0.930621156
30183,0.609919424,0.864144614
30184,0.060600065,0.546923709
30185,0.111938756,0.845483316
30186,0.095905271,0.415281658
30187,0.435094232,0.731257029
30188,0.506093547,0.835383946
30189,0.051471095,0.103107656
30190,0.029223322,0.123188593
30191,0.140482552,0.359330569
30192,0.054801143,0.322048614
30193,0.192602566,0.489067014
30194,0.052955703,0.133342278
30195,0.093286935,0.702162775
30196,0.825183552,0.944359501
30197,0.348938354,0.782948357
30198,0.071536081,0.706858788
30199,0.064067181,0.061800532
30200,0.458730154,0.79935375
30201,0.060021851,0.079780295
30202,0.097640113,0.278216482
30203,0.870459037,0.879305549
30204,0.149140893,0.240833939
30205,0.056876323,0.13110712
30206,0.25475996,0.209916409
30207,0.599821449,0.950050989
30208,0.080544964,0.345213829
30209,0.056551176,0.092653475
30210,0.060707617,0.853048544
30211,0.056252479,0.178215716
30212,0.103043898,0.697616287
30213,0.06895328,0.895422598
30214,0.022032678,0.28380113
30215,0.076481397,0.156566154
30216,0.411200005,0.73891275
30217,0.799306131,0.93095455
30218,0.059463845,0.139630446
30219,0.049646874,0.682977254
30220,0.042829546,0.832404713
30221,0.061189628,0.134350739
30222,0.046223519,0.101813334
30223,0.639909261,0.868867656
30224,0.070257113,0.196450126
30225,0.082309703,0.147352607
30226,0.197803815,0.853214058
30227,0.076126299,0.85622684
30228,0.113804052,0.273711915
30229,0.096416503,0.487333056
30230,0.077655229,0.247151728
30231,0.064212087,0.638496833
30232,0.072375893,0.538017614
30233,0.081925191,0.170014304
30234,0.187358576,0.314129744
30235,0.091788598,0.459238058
30236,0.19620666,0.884118814
30237,0.058256774,0.786661335
30238,0.072341635,0.191790339
30239,0.262036907,0.680402232
30240,0.061524364,0.941186886
30241,0.285758444,0.892245003
30242,0.093986004,0.597099708
30243,0.542439411,0.799252638
30244,0.059721034,0.122345083
30245,0.054287659,0.348676866
30246,0.060122921,0.863209456
30247,0.049693882,0.302487693
30248,0.537147237,0.831685118
30249,0.549788031,0.900844979
30250,0.080879114,0.139369728
30251,0.109438408,0.958551248
30252,0.172989851,0.411877493
30253,0.180741678,0.847966753
30254,0.162176619,0.146791941
30255,0.17484457,0.165708356
30256,0.468121864,0.687612203
30257,0.059697214,0.926136721
30258,0.355923091,0.173604714
30259,0.063653351,0.158241001
30260,0.245561736,0.588147902
30261,0.08733856,0.856894429
30262,0.142549077,0.745692439
30263,0.067988407,0.090051105
30264,0.247396905,0.290089752
30265,0.05398168,0.351551832
30266,0.027614487,0.046706455
30267,0.053670529,0.169923143
30268,0.069421021,0.24440525
30269,0.058209674,0.867080596
30270,0.054926269,0.919497399
30271,0.059771165,0.929558245
30272,0.300075249,0.225052895
30273,0.586045664,0.148183598
30274,0.571617496,0.665669023
30275,0.045192179,0.421965542
30276,0.046426449,0.217254448
30277,0.046704565,0.69536724
30278,0.059192805,0.581686434
30279,0.173314269,0.81180861
30280,0.562822619,0.813967094
30281,0.078846582,0.122824376
30282,0.075052628,0.148794705
30283,0.061366558,0.13165179
30284,0.035406894,0.188008984
30285,0.040437807,0.688856097
30286,0.083404358,0.125138002
30287,0.08151082,0.166410728
30288,0.123520218,0.467979139
30289,0.101160279,0.127243819
30290,0.043753021,0.108636555
30291,0.062927077,0.098942522
30292,0.534919534,0.900838396
30293,0.071712233,0.521353807
30294,0.647397348,0.909958572
30295,0.06372508,0.106720412
30296,0.519074001,0.68343396
30297,0.042480493,0.122109813
30298,0.086888795,0.490331167
30299,0.078786034,0.66858332
30300,0.260803817,0.721378415
30301,0.439782494,0.388806372
30302,0.054092334,0.41294362
30303,0.862082141,0.673331822
30304,0.108675301,0.517604486
30305,0.069704987,0.943854894
30306,0.087023009,0.844590842
30307,0.616916175,0.804489211
30308,0.195022221,0.70403621
30309,0.078477743,0.885662284
30310,0.703665354,0.924391013
30311,0.032880382,0.110175075
30312,0.415344731,0.866029877
30313,0.093382066,0.335301734
30314,0.042215026,0.118801959
30315,0.032638219,0.076160991
30316,0.608881616,0.787317965
30317,0.120609135,0.815566198
30318,0.090852198,0.698681351
30319,0.04381288,0.943968246
30320,0.644516736,0.86888274
30321,0.074018684,0.075580673
30322,0.053551709,0.05839534
30323,0.420676018,0.665757677
30324,0.058497025,0.132273961
30325,0.057149886,0.136283257
30326,0.067764921,0.268571896
30327,0.115358221,0.898657398
30328,0.314207397,0.891157105
30329,0.0575682,0.068626721
30330,0.056303439,0.158217036
30331,0.129251159,0.792175858
30332,0.047750224,0.073513401
30333,0.035681976,0.136618239
30334,0.105213964,0.636380685
30335,0.405736979,0.745207952
30336,0.062443421,0.163415871
30337,0.578175374,0.913832441
30338,0.359146379,0.843296937
30339,0.397114117,0.457084567
30340,0.113408865,0.272331864
30341,0.275209133,0.296756092
30342,0.429860026,0.674005776
30343,0.069335528,0.595022038
30344,0.689825032,0.830526767
30345,0.07395047,0.256709682
30346,0.086513286,0.18965496
30347,0.144687132,0.606366219
30348,0.085060519,0.117352674
30349,0.216868735,0.705256473
30350,0.48966616,0.331635214
30351,0.060419936,0.142804523
30352,0.302648449,0.34560113
30353,0.337165496,0.26198855
30354,0.073703268,0.147715817
30355,0.045223503,0.049253984
30356,0.10298733,0.123157734
30357,0.059879267,0.071324476
30358,0.526771507,0.793803995
30359,0.08854838,0.182359403
30360,0.60155615,0.950322563
30361,0.076322198,0.344282863
30362,0.09963354,0.401747992
30363,0.112619413,0.192051198
30364,0.459172095,0.733305045
30365,0.047917746,0.60894989
30366,0.102031787,0.436688882
30367,0.647656569,0.911757074
30368,0.057837884,0.116713384
30369,0.069592591,0.114427592
30370,0.648236969,0.891217513
30371,0.060868964,0.112916368
30372,0.063316909,0.200954954
30373,0.102685579,0.137269648
30374,0.310210917,0.57781619
30375,0.06054828,0.433903707
30376,0.415487863,0.10386115
30377,0.072544493,0.151851631
30378,0.864719166,0.906107613
30379,0.695009983,0.86137543
30380,0.069717303,0.552801632
30381,0.143982659,0.156784927
30382,0.450288626,0.825667344
30383,0.27653114,0.704490575
30384,0.106257858,0.174101786
30385,0.513261882,0.5
30386,0.473192558,0.667625595
30387,0.405548388,0.832354392
30388,0.060408225,0.125591607
30389,0.316340602,0.613019343
30390,0.035046963,0.292814553
30391,0.658691671,0.842481949
30392,0.610974505,0.376126649
30393,0.064247691,0.195892614
30394,0.064016778,0.134198187
30395,0.059848449,0.063906361
30396,0.169477171,0.153259912
30397,0.308019633,0.147019913
30398,0.636536184,0.827787298
30399,0.348659786,0.30268259
30400,0.045415488,0.315237619
30401,0.052094526,0.252990189
30402,0.054739446,0.437217509
30403,0.218776956,0.772268525
30404,0.457783091,0.852864718
30405,0.050073394,0.091976946
30406,0.063082012,0.252648731
30407,0.045776475,0.061545987
30408,0.074712618,0.133722427
30409,0.455440666,0.7776154
30410,0.191791692,0.711342009
30411,0.186393586,0.790750947
30412,0.733263353,0.47837743
30413,0.086643717,0.129424864
30414,0.038031526,0.058006268
30415,0.320224377,0.806994685
30416,0.063119353,0.134650235
30417,0.055654871,0.205716644
30418,0.054299872,0.073556652
30419,0.044316281,0.125345204
30420,0.049043247,0.451725556
30421,0.550922843,0.21455337
30422,0.078246624,0.139511744
30423,0.063143396,0.775596095
30424,0.045778872,0.08874848
30425,0.707480851,0.880115308
30426,0.604592706,0.881588349
30427,0.648308943,0.845175543
30428,0.074408854,0.48246288
30429,0.109867148,0.786516242
30430,0.217470169,0.7538215
30431,0.040143484,0.083604109
30432,0.507568031,0.597407048
30433,0.341767926,0.106761631
30434,0.062089607,0.509771527
30435,0.063476467,0.111706072
30436,0.094174266,0.138822219
30437,0.681382969,0.86575789
30438,0.113631294,0.262549682
30439,0.094352814,0.373667674
30440,0.763808535,0.843504275
30441,0.5,0.5
30442,0.723904054,0.831384162
30443,0.085014284,0.651426535
30444,0.06910591,0.101127018
30445,0.078778923,0.849015131
30446,0.058412542,0.049470646
30447,0.038527387,0.815905678
30448,0.06728956,0.315910255
30449,0.0707984,0.278145824
30450,0.203615431,0.783638615
30451,0.213919142,0.406766954
30452,0.062658867,0.209566508
30453,0.121588262,0.259484333
30454,0.070678692,0.348830621
30455,0.633584185,0.270515788
30456,0.533867546,0.517838612
30457,0.040261193,0.128150191
30458,0.071712233,0.521353807
30459,0.183259755,0.183651195
30460,0.483959867,0.469929054
30461,0.204595891,0.822809546
30462,0.06198442,0.157415869
30463,0.059935225,0.12864158
30464,0.5,0.567576253
30465,0.220469082,0.713832647
30466,0.072913887,0.186150691
30467,0.095120085,0.067872023
30468,0.063866404,0.109913879
30469,0.384417795,0.442486281
30470,0.061025029,0.124001165
30471,0.276443249,0.589109631
30472,0.082064464,0.094393087
30473,0.069433816,0.104827852
30474,0.283876184,0.5
30475,0.058955805,0.100258397
30476,0.073379735,0.507998957
30477,0.060487946,0.348126358
30478,0.272108676,0.606064775
30479,0.767270065,0.91322262
30480,0.061925742,0.376716941
30481,0.078723368,0.658483919
30482,0.105536363,0.476123826
30483,0.03769587,0.194796398
30484,0.040395342,0.372225639
30485,0.070887859,0.909666615
30486,0.041471256,0.813693727
30487,0.549517953,0.86180381
30488,0.215136959,0.484003561
30489,0.522162689,0.225744346
30490,0.59499623,0.73064034
30491,0.276147445,0.528845853
30492,0.091956966,0.270121188
30493,0.204491813,0.513038184
30494,0.024677984,0.1370536
30495,0.201813452,0.400233274
30496,0.06685697,0.213998338
30497,0.056297318,0.70346995
30498,0.089621574,0.115577003
30499,0.585617242,0.903917493
30500,0.067936136,0.142081044
30501,0.191356537,0.635076123
30502,0.286451907,0.718899471
30503,0.353385788,0.147167297
30504,0.415262803,0.749984377
30505,0.305739872,0.281580146
30506,0.096202952,0.80801731
30507,0.518642914,0.192470149
30508,0.60486526,0.91160184
30509,0.510986525,0.779571828
30510,0.054085826,0.092008971
30511,0.510350765,0.207429345
30512,0.02839156,0.16680078
30513,0.040962579,0.078410798
30514,0.683546773,0.635395027
30515,0.45001453,0.481945535
30516,0.070740959,0.419445122
30517,0.068322019,0.180524708
30518,0.085194243,0.189584909
30519,0.251940963,0.793682081
30520,0.09418337,0.092420666
30521,0.049482278,0.145130868
30522,0.654667567,0.843001138
30523,0.738124205,0.900147232
30524,0.061405257,0.186863277
30525,0.724656274,0.89505115
30526,0.123442307,0.156211324
30527,0.538546331,0.162532282
30528,0.106457617,0.796179105
30529,0.612399034,0.901412432
30530,0.084690977,0.759776936
30531,0.203970424,0.685021203
30532,0.052052794,0.161321309
30533,0.05383699,0.166729273
30534,0.513003568,0.882176601
30535,0.044003898,0.088674566
30536,0.665633468,0.885119418
30537,0.060136554,0.751612955
30538,0.059305353,0.136949337
30539,0.156939946,0.898501235
30540,0.083400607,0.736060225
30541,0.71942136,0.852594755
30542,0.555897311,0.19430262
30543,0.552410278,0.827797492
30544,0.053174203,0.048642222
30545,0.090305046,0.047056159
30546,0.080571277,0.845468176
30547,0.0978145,0.799901677
30548,0.043091533,0.92128897
30549,0.136908844,0.474034516
30550,0.069640835,0.168986591
30551,0.038016569,0.658980228
30552,0.076424474,0.884673987
30553,0.127346309,0.515433324
30554,0.105562455,0.17458747
30555,0.029678634,0.070163131
30556,0.115211288,0.252777303
30557,0.105374928,0.756697384
30558,0.061226293,0.9214212
30559,0.414119325,0.598026514
30560,0.070196365,0.096011343
30561,0.167460166,0.429829268
30562,0.07668649,0.169414475
30563,0.316259681,0.839727354
30564,0.047052643,0.897306203
30565,0.056460228,0.086925433
30566,0.302197977,0.116150536
30567,0.414938835,0.827462777
30568,0.711573531,0.842505299
30569,0.068353102,0.171093551
30570,0.07610819,0.527454347
30571,0.073319883,0.838198046
30572,0.090915968,0.4614299
30573,0.080627973,0.331905275
30574,0.059978133,0.142513473
30575,0.064274449,0.167565419
30576,0.100295074,0.097395116
30577,0.114884519,0.220625609
30578,0.148423655,0.16346226
30579,0.436126928,0.338465688
30580,0.04820029,0.062887856
30581,0.135711657,0.857173475
30582,0.084811825,0.155329826
30583,0.083372864,0.210597621
30584,0.059858074,0.137946969
30585,0.077364642,0.937964649
30586,0.285368034,0.278635577
30587,0.508866239,0.864515166
30588,0.074721299,0.409204778
30589,0.246390952,0.22730773
30590,0.066403623,0.268312903
30591,0.047485104,0.592637508
30592,0.786690137,0.794176346
30593,0.041046509,0.103322882
30594,0.069033166,0.234007889
30595,0.126743054,0.103881041
30596,0.055993303,0.92517841
30597,0.042424176,0.145137296
30598,0.066066441,0.367640375
30599,0.10104905,0.081861159
30600,0.413080339,0.439153118
30601,0.096256428,0.807865777
30602,0.054463168,0.856443905
30603,0.062286665,0.156626291
30604,0.056251979,0.191806141
30605,0.07466378,0.276189783
30606,0.07218079,0.090240047
30607,0.065128703,0.729985955
30608,0.027463559,0.074683228
30609,0.457844202,0.811906144
30610,0.094728467,0.159661849
30611,0.038399784,0.092933395
30612,0.056344035,0.088732159
30613,0.663544477,0.722099072
30614,0.366142974,0.908147842
30615,0.074078886,0.176352302
30616,0.038655749,0.082732342
30617,0.515593803,0.453978874
30618,0.213357015,0.810283125
30619,0.061437397,0.080776495
30620,0.091744693,0.886160014
30621,0.065871616,0.489617137
30622,0.061096238,0.102609461
30623,0.070329189,0.920186541
30624,0.043699843,0.81428049
30625,0.131204015,0.5
30626,0.053206433,0.956867939
30627,0.4613813,0.482130104
30628,0.092671726,0.701896224
30629,0.054749801,0.305257415
30630,0.061492292,0.196441227
30631,0.048098925,0.683227872
30632,0.060152241,0.090289517
30633,0.470967974,0.880017742
30634,0.037392666,0.074571959
30635,0.044003766,0.048620271
30636,0.599217752,0.289402348
30637,0.069006737,0.150626819
30638,0.179494257,0.698864316
30639,0.237918189,0.490841263
30640,0.195857747,0.197792611
30641,0.096611776,0.654174706
30642,0.048074687,0.107149188
30643,0.817344939,0.850244649
30644,0.051714745,0.096018152
30645,0.071285034,0.234342979
30646,0.115636723,0.372552714
30647,0.5933613,0.871712836
30648,0.081121121,0.792083626
30649,0.456726243,0.714566617
30650,0.054309067,0.175105907
30651,0.081625785,0.854871329
30652,0.074315237,0.59929121
30653,0.386421961,0.357304144
30654,0.089022763,0.717810436
30655,0.058261909,0.110260516
30656,0.050440276,0.115950536
30657,0.061745151,0.093693056
30658,0.064523421,0.082217174
30659,0.426866576,0.816334611
30660,0.077718866,0.276206766
30661,0.109890129,0.849120359
30662,0.068378617,0.198885893
30663,0.085050572,0.438195083
30664,0.035914016,0.19994785
30665,0.067902196,0.235156543
30666,0.065283189,0.116376985
30667,0.087861399,0.877825261
30668,0.072755105,0.264151011
30669,0.07058083,0.108955424
30670,0.055183045,0.402023706
30671,0.06998779,0.140351134
30672,0.163807125,0.746990282
30673,0.242869828,0.663506883
30674,0.068520823,0.437606856
30675,0.088803804,0.227497226
30676,0.061012507,0.128887804
30677,0.340091451,0.302087772
30678,0.699396855,0.881050145
30679,0.047785695,0.645699758
30680,0.787595114,0.872659884
30681,0.351028767,0.394100617
30682,0.201537063,0.404633008
30683,0.231946887,0.610129835
30684,0.0811031,0.158893589
30685,0.068852304,0.66505946
30686,0.656745953,0.397684707
30687,0.202392482,0.091793429
30688,0.094092814,0.658997365
30689,0.129551207,0.58826314
30690,0.042268427,0.8888062
30691,0.060064099,0.344881484
30692,0.646857363,0.875236384
30693,0.074050428,0.15343028
30694,0.081633002,0.627362019
30695,0.491323533,0.84408244
30696,0.384609252,0.35468901
30697,0.069094449,0.139112541
30698,0.041014203,0.187995848
30699,0.058654315,0.26939853
30700,0.546211741,0.823213708
30701,0.418983385,0.625036714
30702,0.091030036,0.839543693
30703,0.094671673,0.927919457
30704,0.178280218,0.274524124
30705,0.031420975,0.174160154
30706,0.079632442,0.356143811
30707,0.150486182,0.437717525
30708,0.10490835,0.131280169
30709,0.422420762,0.924517428
30710,0.690860088,0.805326758
30711,0.063539195,0.219294903
30712,0.045883575,0.152491991
30713,0.899605402,0.90579405
30714,0.489080929,0.77033244
30715,0.056670427,0.356077963
30716,0.150103835,0.873768408
30717,0.087732815,0.453268674
30718,0.081347613,0.632265987
30719,0.053875134,0.144254973
30720,0.166672529,0.13137648
30721,0.080352336,0.114341766
30722,0.052585495,0.101781381
30723,0.402946085,0.858621568
30724,0.069543164,0.869900989
30725,0.061431172,0.876557411
30726,0.333029554,0.381375223
30727,0.310681756,0.698198132
30728,0.568510488,0.782085262
30729,0.068197078,0.158711266
30730,0.094476966,0.781990358
30731,0.68410643,0.865090969
30732,0.248507752,0.389404111
30733,0.577310937,0.823968361
30734,0.089070518,0.681170816
30735,0.077692368,0.897218366
30736,0.626392085,0.840097793
30737,0.228022287,0.119158674
30738,0.264608674,0.10115771
